time_s,n,cross_track_p05,cross_track_p50,cross_track_p95,cross_track_min,cross_track_max,altitude_error_p05,altitude_error_p50,altitude_error_p95,altitude_p05,altitude_p50,altitude_p95,est_pos_error_p50,est_pos_error_p95
163,62,-25.4997769,-0.278531402,23.3910343,-92.3725343,32.7580309,-1.2651662,-0.0723461652,1.64689724,124.577335,144.742746,151.241635,1.84175489,4.4105657
164,62,-31.3041763,-0.361002319,24.9417878,-76.1257379,35.673531,-1.222798,0.0384770805,1.76488186,126.074214,146.052125,151.640054,1.81531393,4.34541472
165,62,-36.9731931,-0.520130817,22.2778346,-60.5744942,36.6616356,-1.55313552,-0.020719135,2.07507229,127.443116,147.323055,151.783055,1.79141187,4.49147285
166,62,-40.3381409,-0.592386899,21.2375584,-54.5485201,34.0409375,-1.89700767,0.067757875,2.17657467,128.709714,148.414536,151.758282,1.86661277,4.46790435
167,62,-34.8092703,-0.486646632,17.3741449,-65.5765585,36.5387989,-2.25365567,-0.00827579278,1.96966023,129.69849,149.439699,151.96966,1.87119009,4.50401095
168,62,-37.0512326,-0.525209454,11.0004588,-92.0989741,34.6086427,-1.55498622,0.357550602,1.91198073,129.893766,149.856919,151.903178,1.8404883,4.54815311
169,62,-41.7815684,0.0737843998,9.70714739,-118.25844,32.5463479,-1.62268585,0.280475758,1.80120356,130.8246,149.876025,151.688887,1.85914494,4.52118571
170,62,-53.8473267,0.0657863977,12.0055511,-139.040532,38.0312903,-1.62458701,0.239456868,1.88699441,132.067599,149.936016,151.473008,1.77383578,4.46612195
171,62,-58.3281533,0.274371144,16.0396622,-153.098826,20.1094358,-0.854836614,0.0177622998,1.90250526,133.199024,149.789414,151.902505,1.82801796,4.40006827
172,62,-53.1043277,0.129272116,15.7833316,-159.604085,36.1760636,-1.52639442,0.0902850786,2.16835388,134.089321,149.71961,152.168354,1.86918457,4.56503666
173,62,-45.3339521,-1.01325603,16.9886178,-159.002129,29.2465908,-1.27844499,0.0271594721,2.25982378,134.923428,149.811414,152.259824,1.89276872,4.59843036
174,62,-29.6400208,-0.279744588,15.9119804,-152.048943,26.6540571,-1.31448345,0.0664742297,1.80693703,135.749414,149.765762,151.806937,1.87861234,4.4115764
175,62,-29.5280069,-0.132101891,15.9318769,-139.845624,21.1602774,-1.20171666,0.0818364876,1.53009503,136.583748,149.80851,151.530095,1.90454775,4.72788951
176,62,-30.1934088,0.125651998,24.2723792,-123.850921,27.2428177,-1.37181116,0.039628017,1.39959791,137.425747,149.892806,151.399598,1.88794063,4.87046073
177,62,-25.0473542,0.400341111,23.2307065,-106.372689,35.0234071,-1.60267251,0.125529413,1.53057176,138.080148,149.898876,151.413825,1.84740015,4.85517191
178,62,-15.6337084,0.19489076,19.8978606,-88.9704195,28.4051754,-1.2132965,0.218569291,1.67085332,139.400634,150.06331,151.496052,1.87875881,4.84532454
179,62,-15.1323365,0.0215742492,19.956156,-71.5905377,37.9325979,-1.20091483,0.269041118,1.79589462,141.115422,150.021442,151.781506,1.91115825,4.94424644
180,62,-22.594322,0.171236037,17.4752434,-54.9430783,31.8151646,-1.26836041,0.145165745,1.6628611,142.227422,149.848856,151.524561,1.86671132,4.80746028
181,62,-28.1477022,0.375606789,20.1587723,-44.7485648,35.1218253,-1.35971892,0.100188899,1.59810041,142.194887,149.889537,151.597934,1.87219387,4.62854923
182,62,-26.8466067,0.0493465321,29.8325139,-52.3858641,33.036518,-1.71820258,0.182741064,1.7171284,142.049199,149.80952,151.714986,1.89166878,4.67184386
183,62,-28.1338359,-0.650532519,18.5986476,-53.5497373,38.888973,-1.48556075,0.171419517,1.89659243,142.898455,149.677482,151.676757,1.9129043,4.59841663
184,62,-36.1041837,-0.128751637,36.3974521,-63.0967347,41.6301355,-1.37455587,0.205951308,2.21535481,143.66171,149.69467,152.182052,1.88311998,4.59359321
185,62,-37.3615918,0.0987007977,30.6126764,-65.4196195,39.4343378,-1.37379336,0.204050872,2.12130827,141.917827,149.812851,151.863053,1.90449809,4.34364954
186,62,-51.7732569,-0.613908419,15.8207418,-69.5976527,28.1064913,-1.26219005,0.330017314,2.53230246,141.063185,149.658592,151.3295,1.95977381,4.54717672
187,62,-51.632523,-2.29732337,8.80828481,-68.8667562,34.3992522,-1.32645406,0.440827368,2.25952642,138.858163,149.173924,151.196902,2.03400532,4.70298787
188,62,-50.2780515,-5.75660545,27.7705221,-84.4325586,39.8849596,-1.16206684,0.385396668,2.25640868,136.978999,148.692478,151.121097,2.0126326,4.36770754
189,62,-55.1654261,-3.86894188,11.3880718,-95.2630133,32.7454365,-1.64254354,0.324197961,2.06646907,135.071089,147.387239,151.199003,2.00682414,4.31790363
190,62,-57.8268359,-0.866311304,27.611239,-98.2768892,33.7753047,-1.21973215,0.174810378,2.29085782,133.529721,147.268384,151.265014,2.04229876,4.23402983
191,62,-55.4223449,-0.825742481,17.065254,-93.7586712,38.6068391,-0.98275989,0.238952247,2.05967706,131.772865,145.841775,151.413796,2.02997305,4.2131243
192,62,-57.6311227,0.055641194,17.4870685,-85.3356716,34.7637156,-0.827542086,0.350687254,1.84831479,129.78044,144.163188,151.405407,2.0176286,4.25114274
193,62,-64.8090333,0.693434022,16.7960441,-75.8190558,36.0895327,-1.2367552,0.310983268,2.38841302,127.530644,142.192387,151.278938,1.97452888,4.33500649
194,62,-59.1517028,0.16600223,13.5395461,-64.7978084,30.0326826,-1.25894063,0.378301798,2.30573862,125.830024,140.171296,151.019376,2.01407097,4.26712822
195,62,-43.1690386,-0.561707198,12.1854831,-57.3608967,15.2310275,-1.21686239,0.312080443,2.00282858,123.592876,138.274221,150.655209,1.98853367,4.18087832
196,62,-34.3794283,-0.585408552,9.12604208,-44.2714132,22.9137617,-1.47146259,0.310796302,2.02223662,121.631487,136.136258,150.609034,2.05696064,4.0639434
197,62,-29.0654469,-1.24192652,6.75520003,-37.5616285,15.4463941,-1.26939234,0.342627805,1.89639678,119.333238,133.998796,150.713897,2.05511911,4.0702711
198,62,-21.3270122,-1.64232413,9.2298267,-48.0700191,29.0477657,-1.42406116,0.354261662,1.84273267,117.512555,132.225627,150.504863,1.98230159,4.16416765
199,62,-13.1154939,-0.16636872,26.7855552,-71.2121751,37.3836219,-1.55054331,0.338305215,1.89815335,115.480427,130.605286,150.507152,1.96453014,4.33014177
200,62,-8.23000213,0.290954185,24.658135,-88.8485346,38.5504439,-1.62515111,0.291099843,1.77414916,113.04518,128.819696,150.718658,1.95671468,4.33517367
201,62,-6.36119545,0.793609604,26.8984448,-99.924019,38.2874446,-1.2222781,0.291646703,1.56019433,110.845822,127.215358,150.621261,1.97276067,4.31730516
202,62,-15.2956311,1.32158262,31.0302415,-103.662937,35.5100896,-2.30904231,0.185393114,2.98520135,108.573016,125.561921,150.40133,1.98517615,4.28408698
203,62,-18.3298553,0.471922234,19.4612269,-101.022858,34.0803745,-2.28397522,0.302368128,2.25569428,108.336982,124.254771,150.529556,1.96524982,4.21709654
204,62,-25.0536847,-0.170188118,19.6330557,-92.0898987,39.833613,-2.40111899,0.187835234,1.81088464,107.606515,122.682495,150.562522,1.96790991,4.2702097
205,62,-22.5908771,-0.238099084,23.4368743,-78.8600324,27.1886146,-2.60731751,0.123142493,3.28080282,107.392682,121.360237,150.692846,1.97713649,4.32959415
206,62,-15.2670079,-0.305976889,28.3427244,-87.9059593,35.1868149,-2.06139953,-0.0325452829,2.13216714,107.9386,119.644876,150.210488,2.04306851,4.60551415
207,62,-33.5476593,-0.331117553,12.9664425,-120.015781,30.7513715,-2.08346165,-0.084052119,2.16638121,107.916538,117.928658,150.34174,2.0086938,4.91547418
208,62,-34.8793748,-0.212429034,13.2726177,-146.637956,29.6274668,-2.68630894,-0.157860145,1.96818521,107.316456,116.355274,150.442773,2.03173304,4.80673156
209,62,-35.740557,0.239887264,15.3042571,-167.295171,28.038697,-2.90424121,-0.184746338,1.7528283,107.095759,115.124229,150.232434,2.04739695,4.81104117
210,62,-38.7577079,0.53838651,14.4520359,-180.549429,35.2657344,-2.22735053,-0.190509042,2.42776484,107.932262,113.376027,149.69175,2.0506019,4.69749239
211,62,-34.3275636,1.58202243,15.6973537,-186.128849,37.1017211,-2.74618427,0.0407173957,2.46806666,107.275726,112.081939,149.815306,2.06563154,4.6553797
212,62,-27.8613339,0.558536403,19.125404,-184.566994,26.022788,-2.4957962,-0.175077411,2.04966847,107.508977,111.120889,149.76971,2.06496765,4.73959637
213,62,-24.5543964,0.0803155647,9.24949108,-176.897147,29.5680393,-2.25221931,-0.150542363,1.71086105,107.747781,110.813729,149.835089,1.97749583,4.79473484
214,62,-14.7822865,-0.0256648504,10.5863091,-165.033481,28.0208985,-2.11942216,-0.147677783,1.73245751,107.910818,110.514538,149.241596,1.95433443,4.76584105
215,62,-15.1048671,-0.454994638,10.2858577,-151.583924,20.8927836,-2.34994043,-0.0242430802,1.59011858,107.706705,110.411683,148.5596,2.06132614,4.83407004
216,62,-10.3446553,0.320598126,9.98714904,-138.036592,16.6433803,-2.03512469,0.0217862644,1.74522841,108.003395,110.642089,147.429066,2.04741891,4.77271243
217,62,-5.56459627,0.818041779,19.6121543,-124.923113,38.8003364,-1.55792295,0.0649696791,1.98539496,108.657121,110.734738,145.572222,2.03088802,4.77458812
218,62,-6.74940842,1.16746836,25.2621528,-111.881742,33.2295733,-1.3457314,0.226815127,2.2491281,108.706333,110.630507,143.951985,1.95108625,4.61218694
219,62,-3.34820739,0.837511613,16.7442575,-98.7256515,33.4655515,-1.72848646,0.0467333622,1.64012719,108.312919,110.204962,142.286083,1.95018224,4.78049961
220,62,-10.9992413,0.60155121,10.4578969,-86.9859626,27.1305085,-2.72661557,-0.0315808177,1.39001462,107.593566,110.373727,141.024241,1.94434026,4.65453372
221,62,-13.302296,0.298477315,8.92740443,-75.0255016,29.0625677,-2.58499999,0.0298995444,1.59133505,107.588692,110.393935,139.758783,2.03710824,4.61715637
222,62,-8.07363868,0.122857258,23.3731222,-61.2143822,32.3488929,-1.72106456,-0.0909832786,2.21033637,108.278935,110.277417,138.52653,2.00282097,4.6867596
223,62,-11.3700433,0.148157835,17.501208,-55.5036942,35.6838947,-1.6089351,0.076094328,2.02718743,108.391065,110.182831,136.767228,1.99435404,4.53812612
224,62,-21.712628,0.205197592,7.45659535,-51.5359301,17.204441,-1.75864244,-0.0958866416,1.87202286,108.241358,110.008716,135.128732,2.08069481,4.67161891
225,62,-20.9255849,0.260265576,24.0980351,-51.7386581,33.4207157,-1.879611,-0.0998406038,2.07472114,108.120389,110.061413,133.730028,2.00160166,4.4556224
226,62,-19.7618009,0.329462426,13.5426781,-71.5336711,36.2420639,-1.73592882,-0.156309959,1.74063471,108.264071,110.231707,132.937019,1.88886846,4.48013773
227,62,-17.2368828,0.321693932,6.8855557,-85.3170431,27.2695398,-2.43546269,-0.129672254,1.90778211,107.915309,109.9636,132.125867,1.90364733,4.66004332
228,62,-15.8898048,0.306457162,32.1573363,-91.4473181,37.4332602,-2.78625117,-0.137954506,1.81200544,107.744915,110.049663,130.70624,1.986262,4.87998586
229,62,-15.1383481,0.69325714,31.8009562,-90.7312893,37.0787994,-2.41985728,-0.0135493083,2.04458623,108.052476,110.304534,128.789037,2.00425962,5.00021077
230,62,-8.50439221,0.355267425,19.5575993,-83.0913113,32.3639543,-2.10360268,0.170318708,1.48209854,108.126965,110.443747,127.375987,2.00235446,4.90035274
231,62,-12.4925236,0.284827771,12.299222,-69.6324229,26.2183483,-2.21192927,-0.00442335556,1.03186039,107.79759,110.404746,126.327106,2.0341523,4.81073837
232,62,-20.5998886,0.0648202384,10.0890802,-54.069766,21.998757,-2.00551238,-0.217301094,1.03071871,108.276738,110.525897,125.060177,2.05726245,4.6749399
233,62,-21.3780723,0.281032394,18.1830574,-38.8885124,32.807325,-2.03821549,-0.158072236,1.31505988,108.320461,110.528528,123.949847,2.06696354,4.54067532
234,62,-17.0114693,0.197544247,10.5791584,-59.696169,14.9290577,-2.10585794,-0.0913421108,1.25203238,108.175305,110.40804,122.501876,2.05046738,4.75178452
235,62,-13.9296923,0.126707065,5.80904137,-72.1387394,30.4712082,-2.54811151,-0.169374635,1.75814097,108.648985,110.585829,121.003257,2.07983895,4.72806471
236,62,-12.4885859,0.311189608,15.7900087,-76.5408131,33.2766525,-2.53866812,-0.266603971,1.58014962,108.876815,110.965567,120.859706,2.06679359,4.69656619
237,62,-12.2007056,0.55239407,14.0928219,-72.9468561,32.1728396,-1.98594454,-0.12055843,1.51689748,108.578173,111.377656,119.061996,2.03679317,4.55914078
238,62,-13.1076219,0.449575645,8.56789768,-63.7493763,16.1196169,-1.91856156,-0.195221195,1.66474401,109.033248,111.977198,120.225381,2.03909995,4.63255963
239,62,-10.5804255,0.204420953,6.59200952,-51.0989049,9.02789941,-1.93039072,-0.137395704,1.60026246,109.166404,113.206939,121.681035,2.02982024,4.5664186
240,62,-9.59914683,0.311829475,7.64179363,-38.0275879,29.6430284,-2.02622278,-0.149076505,2.56075046,109.085881,112.947904,122.496692,2.05401388,4.5499379
241,62,-7.3188565,0.237474836,11.2821477,-43.6617194,24.2659265,-1.55070182,-0.196043389,1.64713114,108.600807,113.387795,123.065271,2.06564204,4.49459578
242,62,-13.6095199,0.496480164,27.5001327,-42.4786398,35.4157564,-1.6131323,-0.140445788,1.70005523,108.426903,114.311116,123.687199,2.07725263,4.56793743
243,62,-5.7388139,0.487248623,14.5414926,-33.969733,36.240858,-1.50790493,-0.0522050213,1.61068867,108.802139,115.12535,123.914441,2.11035092,4.66526206
244,62,-11.5901317,0.438452715,24.8467596,-24.8748201,35.0213035,-1.81989558,0.0365469352,1.78518743,108.94515,115.698519,125.223495,2.06549946,4.39782439
245,62,-8.17578426,0.513016477,9.08834102,-34.2027119,19.8142529,-1.56947884,0.0518751556,1.91148387,109.109403,116.587812,125.964043,2.10869691,4.13995192
246,62,-11.4330449,0.345981567,4.26429153,-50.1967611,7.00601668,-1.70723052,-0.137943923,1.88964402,109.361519,117.372314,126.646794,2.11945525,4.15309841
247,62,-25.0511002,0.408010947,5.31034768,-58.9010418,26.140084,-1.81924179,-0.228367069,1.62209028,109.608579,117.924444,127.722704,2.1307804,4.22998362
248,62,-32.6013837,0.368510268,19.3878947,-65.083957,37.1683773,-1.87382989,-0.232656311,1.77509983,109.460405,117.97807,129.043692,2.11666974,4.14474934
249,62,-32.8330049,0.259686204,15.9204411,-71.4526239,30.5256511,-1.56732055,-0.080895709,1.67908654,109.484912,118.843527,129.952975,2.11204621,4.18588028
250,62,-26.1981526,0.512953609,28.9842751,-70.6042842,32.0650367,-1.64649514,-0.0953694541,1.71165025,109.38988,119.826923,130.05042,2.12100369,4.2101785
251,62,-27.797059,0.656637318,26.7622584,-63.8203247,37.1780949,-1.60444512,-0.0738408791,2.11563893,109.339493,120.725856,131.356814,2.14039416,4.2468797
252,62,-33.599914,0.136643587,16.1600544,-51.7165515,28.2844281,-1.59232364,-0.0498033344,2.39910088,109.182869,121.635407,131.470621,2.17528364,4.13015057
253,62,-29.8608786,0.102136024,16.4726087,-45.549639,31.8512678,-1.52183455,0.167872631,2.33273129,109.310369,122.21372,130.991069,2.21652391,3.91257797
254,62,-24.6756517,-0.349787378,29.8244061,-47.8933766,39.1051736,-1.32354016,0.168270756,2.1058239,109.428827,122.866893,130.595317,2.2010449,4.03100374
255,62,-27.5109297,-0.0833277353,20.2382271,-42.021249,37.3166896,-1.64685756,0.0586513997,1.91834804,109.462625,123.474424,130.916941,2.25894726,4.11993433
256,62,-28.846986,0.225906981,16.5213167,-37.5402445,41.0483361,-1.53893283,0.144315695,1.96343446,109.423497,124.343701,130.483364,2.27430053,4.1506265
257,62,-23.4305629,0.353674061,10.6448467,-52.8014632,18.7603957,-1.50815509,0.278716861,2.04353717,109.449805,124.831958,130.233439,2.21334533,4.12468023
258,62,-23.9792413,0.647292141,12.4399547,-72.8086316,36.5874019,-1.53970454,0.21107438,1.7756583,109.45772,125.050177,129.988969,2.14587165,4.30099796
259,62,-23.5288614,1.2318718,13.3898243,-85.1353204,34.6218388,-1.17449256,0.164683901,1.69164283,109.414444,124.995529,130.021901,2.03938417,4.19805033
260,62,-25.5832572,0.475890459,10.6475904,-89.9853208,19.2015198,-1.10900426,0.164636774,1.95518948,109.666278,125.388391,130.042229,2.00547319,4.16948344
261,62,-23.1689521,0.150240081,8.76678587,-87.3582032,17.8945098,-1.13611865,0.237482211,1.74916809,109.595483,125.655989,129.901028,1.99795732,4.19221466
262,62,-36.6970413,0.114898426,9.08736333,-77.1890757,32.8186886,-1.26373629,0.172506765,1.7565948,110.216687,125.921875,129.518695,2.04549699,4.15648562
263,62,-30.5830945,-0.206831553,14.9282238,-62.6199076,39.9625235,-1.41788921,0.172800636,1.69722803,110.35834,125.681669,129.374196,1.96565682,4.22072749
264,62,-16.2085441,0.237637403,26.425979,-72.1623129,36.4833524,-1.42933262,0.1394303,1.82276836,110.113059,125.506563,129.661487,1.94356898,4.11747325
265,62,-23.0420782,0.703517841,25.4974944,-73.8096423,39.3874287,-1.92006944,0.17429062,2.04540687,109.865144,125.25825,130.561668,1.896214,4.11617376
266,62,-15.4903078,0.300528055,10.1739305,-68.28989,36.3516558,-1.99624205,0.2699555,1.71320853,110.055784,125.024091,130.632746,1.92399908,4.28497722
267,62,-32.0313442,0.0667453371,7.16086956,-62.7195842,17.454742,-1.43519652,0.0400099431,1.82560149,109.682115,124.902195,130.191928,1.99296144,4.30066707
268,62,-40.4054327,0.028958979,5.06271167,-69.4217667,38.4275239,-1.19776142,0.0301996731,1.67361824,110.131723,124.196604,129.829421,2.04402177,4.31990984
269,62,-41.4176126,0.285928578,21.061384,-68.2337763,37.4651643,-1.50202609,0.123186525,1.57898848,110.814304,123.58651,129.580752,2.07009755,4.22683785
270,62,-34.3788796,0.172584205,8.25305323,-59.717088,21.4407462,-1.5169691,0.172624742,1.81015412,111.179967,123.568855,129.233501,1.96870548,4.23908525
271,62,-22.4871003,-0.0252271415,7.49629322,-45.6677009,36.7522604,-1.94755516,0.284302088,1.96148643,111.017632,123.73006,129.34653,1.93006056,4.19550095
272,62,-14.3982458,-0.0834483058,16.8790902,-29.5878847,30.3893812,-2.25044017,0.428293095,2.0152013,110.574797,123.274339,129.602991,1.91226542,4.24856387
273,62,-13.2181117,0.339572138,20.074429,-30.0127663,39.0353423,-1.98787607,0.205562488,1.912118,110.539969,123.140377,129.456879,1.95460021,4.36009837
274,62,-9.87293308,0.121203839,22.584211,-33.259448,28.4801187,-2.16647563,-0.0595315124,1.82286831,110.409371,122.983509,130.298266,2.04958059,4.30091666
275,62,-12.489661,0.0133749685,22.2152329,-37.3375983,28.5696503,-2.12684491,-0.0920393536,1.75339183,110.410018,123.415943,130.03645,2.1432542,4.25168978
276,62,-15.1791547,-0.0944311197,22.9927026,-33.2411977,37.1213784,-2.06087611,-0.335277524,1.5454796,110.474379,123.672862,129.165059,2.13521242,4.10718221
277,62,-11.9843044,-0.0252607113,21.9518277,-27.1363598,34.7530625,-2.22032478,-0.206936293,1.35620908,111.092668,123.75596,128.586813,2.08379097,4.12042421
278,62,-9.1122186,0.182376398,14.4631691,-30.9751595,39.2520118,-1.88335568,-0.423633389,1.59932965,111.714085,124.296119,128.810662,2.05988466,4.01731769
279,62,-8.20503192,0.322967507,30.3460481,-26.492377,38.0445625,-2.6526176,-0.185463514,1.61444077,112.348269,124.57143,130.194065,2.05300956,3.94383479
280,62,-14.3577507,0.192428525,15.5804083,-19.4839892,37.0187023,-2.89419589,-0.0513909128,1.55165881,113.895926,124.102704,131.188489,2.04939979,3.8525694
281,62,-15.2653509,0.518549443,26.5781295,-21.1217592,37.1646772,-2.57871779,-0.0901192186,1.74816808,115.791967,124.317259,132.013659,2.08572268,4.07523311
282,62,-13.9326071,0.291116013,13.292266,-19.7374589,38.3019567,-2.15224702,0.0412524962,1.72995016,116.985341,124.590508,133.15408,2.07062141,4.21635752
283,62,-12.3186997,0.386599139,13.2418674,-31.6677058,33.5305599,-1.93150959,-0.000330402488,1.68625023,117.632554,124.828681,134.197381,2.01811621,4.07928527
284,62,-9.88441998,0.258773569,23.3569148,-37.8717001,32.1189762,-1.97423014,0.165916527,1.66579337,118.256458,124.817943,135.341981,1.86788531,4.13832254
285,62,-21.2023744,0.449726105,17.9378913,-37.6476385,35.6642863,-2.21936446,-0.00186375953,1.6774482,118.870354,125.191315,136.655101,1.87843057,4.13472049
286,62,-22.1694684,0.358313706,8.32491798,-45.6498766,26.4457216,-2.18719872,-0.0417800413,1.64789735,118.474812,126.454856,137.851145,1.85559017,4.10575579
287,62,-17.1236599,0.103243596,6.68943557,-53.8767288,28.1154148,-2.23872416,-0.137498471,1.53155891,117.720971,127.094363,139.063456,1.82650503,3.90015126
288,62,-20.9647885,0.208516343,23.7296366,-54.2657891,32.3054599,-2.25387395,0.0268669374,1.70629006,117.338213,127.096846,140.176473,1.85852783,3.91992188
289,62,-18.3857968,0.174976997,10.1002188,-46.9266547,19.5032551,-1.83825838,-0.160759565,1.56102779,118.544905,127.147319,141.520923,1.86370323,4.30969449
290,62,-19.9494307,0.238233045,14.7395336,-37.5620034,22.7536066,-1.56328511,-0.171892271,1.62011565,118.681947,127.308758,142.907145,1.83801722,4.13697576
291,62,-15.3172059,0.344824907,18.2807287,-33.9422077,40.0109732,-1.76540808,0.075449453,1.96865311,119.510913,128.487474,144.093781,1.80733265,4.18078411
292,62,-23.6994508,0.511604853,13.0765214,-34.5774528,28.7541793,-1.75978499,-0.0834842663,1.81570121,119.615227,129.260442,144.974627,1.78026395,4.39604511
293,62,-17.2774647,0.770650428,24.2609611,-40.6853995,29.9121596,-1.97450595,-0.105506623,1.66809603,119.929191,130.337761,146.081319,1.80785945,4.36931797
294,62,-10.9564667,0.660713216,14.4112369,-47.5500689,41.0888771,-2.12766167,-0.0547681855,1.65444591,120.872718,131.150297,147.556805,1.82559741,4.34926211
295,62,-10.6513153,0.402766258,13.5934682,-46.8676101,31.6123863,-1.70494554,-0.117173455,1.69857701,121.429119,132.406275,149.644729,1.74505392,4.19775644
296,62,-17.4788688,0.170205631,18.4905429,-39.1006048,33.961288,-1.57455178,-0.00991720848,1.750548,121.202508,133.340319,150.117282,1.7512887,4.21170065
297,62,-22.5900297,0.0814318172,16.0870684,-34.7665932,33.028734,-1.64972151,-0.0859550312,1.695071,121.041232,134.235796,150.455125,1.76405421,4.25245992
298,62,-18.8462197,0.296435111,34.2215221,-54.7432505,35.8451535,-1.61855188,-0.0272899601,1.52476915,120.257242,135.471666,150.725998,1.78254274,4.28290307
299,62,-23.4794199,0.134238999,15.455907,-69.3005372,19.9475487,-1.6899678,0.158979934,1.72351274,119.822015,137.198767,151.353944,1.70260916,4.27887868
