index,seed,ok,mass_kg,inertia_scale,cl_alpha,cm_alpha,wind_speed_mps,wind_direction_rad,w20_mps,density_scale,sensor_scale,init_altitude_offset_m,init_airspeed_offset_mps,init_yaw_offset_rad,simulated_time_s,rms_cross_track_m,max_cross_track_m,rms_altitude_error_m,max_altitude_error_m,rms_airspeed_error_mps,max_bank_deg,max_alpha_deg,laps_completed,waypoints_reached,estimator_position_rmse_m,estimator_velocity_rmse_mps,estimator_attitude_rmse_deg,estimator_yaw_rmse_deg,final_gyro_bias_error_radps,final_accel_bias_error_mps2,min_cov_eigenvalue,wall_clock_s
219,1.30649373e+19,1,12.8795703,1.00307034,5.5979435,-1.33691606,6.74976495,2.76409248,3.86361035,1.00807392,0.944670759,0.485432639,1.76043954,-0.616320417,299.996,10.3985426,41.7863937,0.769580767,3.32718146,0.66031921,39.6279605,9.06348546,2,12,1.45349091,0.171338959,1.00520971,0.726777015,0.00203637702,0.137385339,2.22165027e-06,2.3164814
220,1.77794189e+19,1,13.2403749,1.0308328,4.61924165,-1.1032951,2.4346427,-1.27061728,10.4557524,0.985292663,1.48596666,8.32449416,0.458023285,0.0432865618,299.996,12.7162347,46.4850302,0.952120011,4.88025123,0.927417591,42.783362,11.9848925,2,12,3.03264288,0.375522997,1.83455295,1.44692253,0.00156835135,0.166313238,2.222461e-06,2.29010782
221,7.63106353e+18,1,13.36533,1.02106544,5.36299364,-1.05662006,1.52601216,1.73449599,6.88129619,1.14100985,1.09251755,10.1644233,-0.292196139,0.528377131,299.996,13.3103197,55.7481709,1.74853688,4.48823332,0.72782451,38.6247785,9.46125614,2,13,2.098032,0.235664253,1.29189957,1.06576955,0.00174172173,0.0474089429,2.22211369e-06,2.30371959
222,1.21647706e+19,1,14.205006,0.930007298,5.60935609,-1.23558761,4.62546303,1.64007793,2.64605165,0.936336451,0.720234482,7.93020246,-1.45444328,0.3231476,299.996,17.7347867,79.6113903,0.636982469,3.8400848,0.623760347,39.237762,14.5256223,2,12,0.617716032,0.112500831,0.602948754,0.456074051,0.000535740286,0.0857620466,2.22179846e-06,2.30738391
223,6.92878299e+18,1,12.8496864,0.968182426,5.92941812,-1.31541357,1.54750277,-2.12125324,4.37336002,1.03022603,0.938348248,-1.53242009,-0.174420889,-0.376989693,299.996,11.9656659,47.0910348,0.759003772,4.07397538,0.58915581,39.4932954,8.7830806,2,12,1.2651795,0.161995505,0.842607655,0.687419192,0.000982546219,0.062464703,2.22216067e-06,2.30082132
224,3.93859193e+18,1,15.6766933,0.925297374,4.22195216,-1.09496425,7.65544763,-1.82125362,6.87391263,1.02554082,1.31168334,7.67928877,-1.44890698,-0.0206496533,299.996,13.4657367,68.1969035,3.09877703,5.73914236,0.774707501,41.2126661,23.7596777,2,12,4.00129843,0.272200282,2.41388298,1.38544509,0.00226358914,0.289358356,2.22180925e-06,2.27703484
225,1.51057939e+19,1,15.4738663,1.0181397,5.03292854,-1.14862883,6.38358786,-3.02884789,10.7938446,0.98301139,1.01311399,-5.77830724,0.367612262,-0.00335526406,299.996,15.0222772,71.6337582,1.41688528,5.67850871,0.795382314,41.3954816,14.3469943,2,12,2.17175938,0.343003056,1.70208816,1.48434552,0.00204974586,0.10002853,2.22205301e-06,2.31131388
226,7.48632838e+18,1,13.8970807,0.993754391,4.43642684,-1.42578639,5.78850115,-1.58647724,2.12411398,1.06256341,1.26250488,-21.4341869,-0.927031672,-0.00417142797,299.996,17.1634016,81.1640401,1.81260851,5.2953572,0.687472429,39.6964872,12.2134875,2,12,2.32078162,0.13952606,1.35974369,0.626436064,0.00282434763,0.190181125,2.22185348e-06,2.31223798
227,1.22987646e+19,1,15.1053962,1.05964903,4.59197411,-1.30245954,6.74150358,-0.533396888,4.19823246,1.01178762,1.18648396,-2.39773686,0.359161376,-0.593220366,299.996,15.790193,68.2407112,0.763755793,3.56141709,0.682494575,40.9102323,14.7067122,2,12,3.7573224,0.16839831,1.3630415,1.13314333,0.00133880276,0.0768271756,2.22173774e-06,2.32966193
228,4.58540305e+18,1,11.9967266,1.01215623,5.9518625,-1.25049566,3.58180317,-3.12295011,9.22249313,1.06382886,0.898607867,2.36638711,-3.49647846,-0.201611595,299.996,10.7758816,41.606762,0.81766657,4.22087931,0.626247013,38.8584216,8.21065186,2,12,1.13320133,0.281626209,2.05245951,1.15089524,0.000832130603,0.416127294,2.22242747e-06,2.31553154
229,1.06339557e+19,1,15.3335709,0.95598216,5.40599116,-1.1660186,2.03847835,-1.92689322,0.5,1.0321365,0.738768507,3.92286786,0.336867437,0.110636316,299.996,12.0893838,45.379254,0.660311466,4.0290229,0.681973746,39.9117537,10.4380867,2,13,1.28132253,0.0788185342,1.05629092,0.637083194,0.00186938641,0.100319321,2.22236232e-06,2.41747046
230,4.85085e+18,1,15.6548792,0.933899475,5.25249676,-1.14876502,3.27876058,-1.85237864,6.25783133,1.00798332,1.24338414,-13.658487,0.589303009,-0.858326987,299.996,14.9026985,74.6306917,0.682814039,3.58845747,0.738402714,39.4329446,12.6040627,2,12,2.23815549,0.237502497,1.72757231,1.01441435,0.00200894518,0.161863122,2.22224062e-06,2.36684821
231,1.27428483e+19,1,12.9754209,0.894603199,5.7800136,-1.246483,5.66458877,-0.00871824318,10.4476008,1.08388059,1.61521919,-11.2923586,-1.06043322,0.846978852,299.996,16.131899,78.9347218,2.37342755,6.06519237,0.78514575,41.6511656,10.6413853,2,13,4.05978296,0.338990023,2.05786693,1.71622582,0.00230898164,0.181017495,2.22198929e-06,2.31656749
232,5.38425607e+18,1,13.034814,1.00226138,4.94917223,-1.23386277,5.90468147,-1.35251243,7.49055549,1.02846961,0.941155547,2.5457604,-0.727214149,-0.165215714,299.996,14.3648378,65.4333319,0.744373279,3.35014481,0.646864444,39.9611514,10.1337176,2,12,2.20083528,0.278688197,3.035681,1.68516676,0.0037955474,0.265347757,2.22196767e-06,2.27963352
233,1.48686357e+19,1,12.9021142,0.885201647,4.9246284,-1.15524339,4.74481764,-2.9262738,0.800181508,1.04671468,1.10904634,8.19521262,2.50036055,0.342075402,299.996,13.3966624,55.05918,0.792458287,3.82662244,0.634645585,39.0724496,9.02562424,2,12,1.40603507,0.108276203,1.23111036,0.837758194,0.00161130538,0.10465889,2.22166256e-06,2.28682332
234,1.50082936e+19,1,13.4073958,0.874353505,6.18718239,-1.33560219,3.05573278,0.104991421,6.38821684,1.07457875,0.753874254,-0.129697301,3.0562517,-0.40051657,299.996,11.3154901,43.4677075,0.64000079,3.66529893,0.634498244,38.9073251,8.60192852,2,12,0.902218478,0.227939223,0.984819016,0.887068924,0.000510788884,0.084673533,2.22189416e-06,2.31819717
235,1.29942814e+19,1,14.3342213,0.990290824,5.0892095,-1.19073972,4.05707456,-0.859259767,7.35298472,1.04644771,0.775322394,15.0060953,0.926442273,0.130203408,299.996,12.4772667,41.5816082,0.721112272,3.72052002,0.729451904,39.81109,12.2526944,2,12,0.788683778,0.246830652,1.51770971,1.22032801,0.00104639614,0.139216563,2.22182925e-06,2.29949337
236,1.21161824e+19,1,14.9532017,1.09184301,5.78274246,-1.21462215,0,-0.0326269612,7.02423967,1.047516,1.61671255,6.97884524,-2.2368287,-0.21195586,299.996,11.41786,48.2773479,0.837440723,3.76411148,0.731592576,38.8462382,10.0741761,2,12,2.62472036,0.279508624,1.7161576,1.10327968,0.00235673073,0.126000566,2.22227293e-06,2.30775907
237,1.81201393e+19,1,15.2825147,1.12084098,5.47732475,-0.99680123,7.73336569,-2.59324936,5.07997234,0.958548364,0.853449235,-11.8335548,-1.53307793,0.328521326,299.996,12.2495478,51.7305257,0.764809452,4.80578641,0.734009926,41.1459795,13.2187521,2,12,1.660822,0.175431618,1.08097012,0.810639405,0.00168917057,0.203879959,2.22168032e-06,2.27539938
238,5.69547103e+18,1,14.2768467,0.946169045,5.47167636,-1.2636315,6.55948737,1.3806818,2.25757871,1.0396287,1.20103345,-4.70781779,0.0238202717,-0.178199879,299.996,12.9198259,52.1644117,0.792915491,4.55887588,0.581122358,38.3798447,11.5724581,2,12,1.51754319,0.130782804,1.28343882,0.760409,0.0007955622,0.186352855,2.22168455e-06,2.31308138
239,1.3488731e+19,1,12.8494091,0.910942862,5.25977504,-1.00852067,4.5417366,1.4923468,2.95958106,1.01338887,0.840131557,1.79592611,-1.18826584,-0.119332054,299.996,16.7016047,75.5151701,0.686072115,4.40279422,0.584644391,38.9325658,10.6743445,2,12,1.62789504,0.119844402,1.159599,0.607591386,0.00108952511,0.13026493,2.22188327e-06,2.30727462
240,1.08355861e+19,1,13.4197761,0.928537363,4.92799186,-1.27863289,6.5477997,-0.524387989,5.08753965,1.09427839,1.05197332,-12.2925517,-0.105062871,0.0468624027,299.996,13.3047198,56.9838019,1.93544552,4.29021911,0.661076278,40.2737616,9.23182511,2,12,2.57770358,0.210234178,1.20639825,0.909055209,0.00181715278,0.0720019907,2.2217123e-06,2.27190724
241,5.18995352e+18,1,13.8103519,1.02413876,4.37589711,-1.16499805,8.46030448,0.0157037315,0.5,1.03060176,0.755645115,-13.9157972,-0.379376427,0.658410429,299.996,14.5450988,56.4486881,0.627217642,3.68803712,0.68633735,40.2850877,10.9063474,2,11,1.28853669,0.0746734327,0.62532524,0.430539739,0.00050527936,0.0877281724,2.22154064e-06,2.2823658
242,1.42665793e+19,1,11.0017582,0.997220042,5.28733284,-1.33546274,8.61441603,2.4969196,2.26506052,0.90091544,0.760130935,2.20010655,1.00907296,-0.383341506,299.996,18.7376755,65.0934555,1.61186648,4.462327,0.648145907,39.1515698,8.67649459,2,11,2.32519908,0.105011232,0.725416222,0.426079012,0.00125994598,0.0685847116,2.22160303e-06,2.30745338
243,5.80974601e+18,1,14.5004886,0.982352494,5.02769514,-1.14255611,2.45864399,0.540768788,2.55427907,0.920923767,1.14474011,5.6978248,-1.21895913,-0.0343906594,299.996,12.9833472,52.2674226,1.02059246,4.64663806,0.657438795,38.5367115,13.0801554,2,13,2.13825071,0.140707111,1.01390404,0.574265049,0.00175535701,0.201354647,2.22195377e-06,2.31496041
244,3.37066717e+18,1,13.0173638,0.938989755,6.40913076,-1.33246255,3.34338261,-1.4543129,4.7357361,1.01738156,0.688555248,15.236917,-0.218098678,0.175687031,299.996,12.2467396,50.3962648,0.727710626,3.60216573,0.642704194,39.5398624,8.32612019,2,13,0.839383296,0.171637768,1.14066492,0.688233859,0.000438550833,0.074338024,2.22218044e-06,2.27423341
245,2.10959655e+18,1,13.6319015,1.07802645,4.78263814,-1.01807,5.88896179,-2.68791143,5.19260508,0.905217242,1.12476937,0.7770272,0.718660566,0.383663084,299.996,13.696931,61.7045121,0.959436191,4.48190906,0.729460845,39.9034459,12.7583212,2,12,2.59320358,0.180296855,1.22803343,0.973928446,0.00211589989,0.0955579291,2.221772e-06,2.28537782
246,1.56132439e+18,1,13.3032044,1.01377018,5.32876708,-1.08519091,9.61184723,1.49011451,0.5,1.01738319,0.905066423,1.0582825,3.11661353,-0.602583519,299.996,12.6850795,44.3761192,0.597651028,3.16730944,0.667387465,40.0977463,9.50476748,2,11,1.35822918,0.0979678209,1.57715577,0.887709268,0.00146208716,0.179814879,2.22156197e-06,2.30684205
247,1.15365176e+19,1,12.6337769,0.992778254,4.98047762,-1.4332018,5.83635097,-0.195762098,5.0870467,0.933391889,0.718348018,14.6035452,2.91443057,0.251468418,299.996,17.0612008,73.8726527,0.844850099,4.0817402,0.623273831,41.1941967,11.0780381,2,12,0.953886909,0.149486803,0.943714471,0.578617825,0.00248815202,0.0374812994,2.221689e-06,2.31515438
248,6.28970234e+18,1,15.2843276,1.07889453,4.28989391,-1.4330856,4.09057728,1.59018472,6.55502534,1.09474893,1.09427511,14.7389335,-0.916149327,0.0447899079,299.996,14.154492,65.758573,0.758481279,4.48956368,0.713811059,38.6595786,12.206392,2,12,2.50989169,0.234524979,1.24047134,1.07359629,0.0014146814,0.141651391,2.22203046e-06,2.28597598
249,7.28267511e+18,1,12.686705,0.892115674,5.46407592,-1.18761315,7.80998081,2.4602116,0.773541151,1.05308771,0.64378593,5.69694513,-1.53915097,0.0357150966,299.996,19.2798429,68.1125213,0.854914354,4.28170733,0.665481132,39.2634131,8.93159584,2,12,1.12387185,0.073372739,1.25845478,0.420953878,0.00144543201,0.225583441,2.22158507e-06,2.27859641
250,2.49478316e+18,1,12.1715933,0.942195759,5.14748378,-1.07197644,4.74595907,-1.49783742,0.750974051,1.06215551,1.17438885,-22.4777281,1.34597591,0.434670221,299.996,15.338958,70.2808962,0.602211412,3.44090577,0.584481756,38.9252587,8.61760875,2,12,3.0659542,0.110901908,0.55888071,0.435687492,0.000619431235,0.0674974191,2.22188492e-06,2.31211902
251,4.8093825e+18,1,11.9108856,0.898118988,4.38860874,-1.44161068,2.76023713,1.32367786,8.54410188,1.08361987,1.7603415,8.88293431,-1.59765496,-0.126391791,299.996,11.9860223,56.1201792,1.79667228,4.72507291,0.757724345,41.0041827,10.9580379,2,12,2.93844463,0.336544108,1.85434335,1.60741483,0.000890197416,0.167041659,2.22210967e-06,2.29660735
252,1.47913566e+19,1,14.6254078,1.04234955,4.43062647,-1.075121,6.21813058,0.921109442,3.05181384,0.989327711,1.06905972,-11.2394781,0.537209662,0.199811402,299.996,12.841593,56.9347492,0.972923923,3.87975702,0.612190562,39.4081693,13.0191031,2,12,1.25226184,0.141975555,0.981124513,0.781376151,0.000696811275,0.0777706054,2.22166768e-06,2.27913063
253,2.5338265e+18,1,13.7285932,0.903799979,5.11091362,-1.07240322,4.53850764,1.43095862,5.12028072,0.982284745,0.916400634,7.01960164,-2.82392477,-0.486940664,299.996,15.7925857,76.8347981,0.707952216,4.48178731,0.66759332,41.1081492,12.3059178,2,12,0.962697711,0.163056076,1.07683315,0.900086345,0.000741531129,0.0581052025,2.22176829e-06,2.27216278
254,1.2878579e+19,1,14.2034061,1.03621219,4.33186749,-0.889313335,8.12016444,2.579438,12.7420324,1.03685974,1.021753,18.5889711,0.75221859,-0.0457411348,299.996,23.1804256,95.9820119,0.864601847,3.82700654,0.894244031,41.6509227,13.5538256,2,12,2.5554466,0.40586506,2.08729614,1.77896281,0.00416362673,0.17082194,2.22194647e-06,2.33681245
255,1.82391281e+19,1,11.716891,1.05726249,5.74710303,-1.45366269,2.15538875,2.45387422,2.19176103,0.954504004,1.10988628,-9.31447686,0.0348046579,-0.122862765,299.996,9.81395499,41.6752623,0.761559827,4.27144027,0.73385326,40.5586615,9.46798729,2,12,0.959313417,0.143910613,1.83147951,0.601499574,0.00171444593,0.213252981,2.22183012e-06,2.30173106
